available_markets,disc_number,duration_ms_x,explicit,id,name,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,album_name,album_released,album_peaked_on,days_to_peak,total_sales_US,swear_words_album,number_of_songs,duration_of_album,duration_per_song
"['CA', 'MX', 'US']",1,317813,TRUE,07EHYORZMFGlBdI5zIB7lp,Mosh,6,0.625,0.719,10,-3.326,0,0.24,0.672,0,0.7,0.524,72.532,4,Encore (Deluxe),11/12/04,11/27/04,15,"5,343,000",213,23,89.26055,3.880893478
"['CA', 'MX', 'US']",1,247826,TRUE,5F94xbz85nE6wfZGHqOMCG,Puke,7,0.763,0.783,4,-4.601,0,0.222,0.136,0,0.0412,0.529,81.975,4,Encore (Deluxe),11/12/04,11/27/04,15,"5,343,000",213,23,89.26055,3.880893478
"['CA', 'MX', 'US']",1,302840,TRUE,1dFnMC9NlHVUE4rlT5vr83,My 1st Single,8,0.833,0.949,4,-3.082,0,0.182,0.0553,0.0251,0.14,0.907,170.009,4,Encore (Deluxe),11/12/04,11/27/04,15,"5,343,000",213,23,89.26055,3.880893478
"['CA', 'MX', 'US']",1,32026,TRUE,2FPtJP6CQ68hOTHt0OysXC,Paul - Skit,9,0.77,0.234,8,-16.867,0,0.783,0.987,0,0.634,0.788,60.286,4,Encore (Deluxe),11/12/04,11/27/04,15,"5,343,000",213,23,89.26055,3.880893478
"['CA', 'MX', 'US']",1,313946,TRUE,2AuU35arXZdYoscOIxHWSc,Rain Man,10,0.836,0.494,9,-3.506,0,0.253,0.0968,0,0.078,0.456,88.04,4,Encore (Deluxe),11/12/04,11/27/04,15,"5,343,000",213,23,89.26055,3.880893478
"['CA', 'MX', 'US']",1,266933,TRUE,4dh34dyav8M5jCN3yidn8Z,Big Weenie,11,0.622,0.539,1,-4.331,1,0.502,0.242,0,0.107,0.315,173.662,4,Encore (Deluxe),11/12/04,11/27/04,15,"5,343,000",213,23,89.26055,3.880893478
"['CA', 'MX', 'US']",1,71746,TRUE,62c1RhroaeTVV7yGKBIBne,Em Calls Paul - Skit,12,0.63,0.371,7,-17.591,1,0.449,0.993,0.0013,0.487,0.177,97.191,5,Encore (Deluxe),11/12/04,11/27/04,15,"5,343,000",213,23,89.26055,3.880893478
"['CA', 'MX', 'US']",1,248680,TRUE,0qcjuYtMWhBjXg0Xwt5SzS,Just Lose It,13,0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04E-05,0.281,0.962,121.003,4,Encore (Deluxe),11/12/04,11/27/04,15,"5,343,000",213,23,89.26055,3.880893478
"['CA', 'MX', 'US']",1,265480,TRUE,4gXdMZkBN1neE9nX6yRALa,Ass Like That,14,0.646,0.796,2,-6.152,1,0.366,0.409,0,0.107,0.676,83.093,4,Encore (Deluxe),11/12/04,11/27/04,15,"5,343,000",213,23,89.26055,3.880893478
"['CA', 'MX', 'US']",1,310720,TRUE,1mHRciKUBSGQml3mQFGMsf,Spend Some Time,15,0.695,0.61,5,-5.133,1,0.228,0.0561,1.19E-05,0.123,0.133,83.659,4,Encore (Deluxe),11/12/04,11/27/04,15,"5,343,000",213,23,89.26055,3.880893478
"['CA', 'MX', 'US']",1,250760,TRUE,561jH07mF1jHuk7KlaeF0s,Mockingbird,16,0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,4,Encore (Deluxe),11/12/04,11/27/04,15,"5,343,000",213,23,89.26055,3.880893478
"['CA', 'MX', 'US']",1,242306,TRUE,0bCCMwWTaYOcQ4v8EeEYmd,Crazy In Love,17,0.679,0.732,4,-6.583,0,0.246,0.0221,0,0.127,0.775,80.003,4,Encore (Deluxe),11/12/04,11/27/04,15,"5,343,000",213,23,89.26055,3.880893478
"['CA', 'MX', 'US']",1,266573,TRUE,15ZNcgzsiiSrLQAGzl3le9,One Shot 2 Shot,18,0.885,0.61,1,-6.266,1,0.225,0.194,0,0.278,0.822,98.974,4,Encore (Deluxe),11/12/04,11/27/04,15,"5,343,000",213,23,89.26055,3.880893478
"['CA', 'MX', 'US']",1,30200,TRUE,6h3tuNzfvZHyPPCSndsw2u,Final Thought - Skit,19,0.546,0.465,7,-24.404,1,0.136,0.00403,0.14,0.439,0.481,125.684,4,Encore (Deluxe),11/12/04,11/27/04,15,"5,343,000",213,23,89.26055,3.880893478
"['CA', 'MX', 'US']",1,348400,TRUE,2cm5JHPVzXyrWPtIZZi1Gh,Encore/Curtains Down,20,0.605,0.747,5,-5.574,0,0.397,0.0838,0,0.462,0.565,173.951,4,Encore (Deluxe),11/12/04,11/27/04,15,"5,343,000",213,23,89.26055,3.880893478
"['MX', 'US']",2,276320,TRUE,6BdYOvKVbLsNFg674QJbRF,We As Americans,1,0.749,0.576,1,-6.935,0,0.46,0.132,0,0.125,0.394,170.614,4,Encore (Deluxe),11/12/04,11/27/04,15,"5,343,000",213,23,89.26055,3.880893478
"['MX', 'US']",2,284120,TRUE,2PFqkLmTU9k5CNLN6jMMmr,Love You More,2,0.837,0.604,2,-8.131,1,0.0897,0.0475,0.0163,0.0999,0.302,93.238,4,Encore (Deluxe),11/12/04,11/27/04,15,"5,343,000",213,23,89.26055,3.880893478
"['MX', 'US']",2,169586,TRUE,27eOHLIdWzqzZawiRSEi9s,Ricky Ticky Toc,3,0.727,0.606,0,-4.843,1,0.412,0.0315,2.15E-06,0.176,0.52,172.068,4,Encore (Deluxe),11/12/04,11/27/04,15,"5,343,000",213,23,89.26055,3.880893478
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,89173,FALSE,3CNschuR9NP3vv0x9hUwAH,Dr. West - Skit (Edited),1,0.515,0.434,4,-11.582,1,0.359,0.436,4.87E-06,0.683,0.14,107.067,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,319866,FALSE,7t0vohsj40Em2eGmo0NP9d,3 a.m. - Album Version (Edited),2,0.596,0.846,4,-2.085,0,0.404,0.0792,0,0.0639,0.788,79.724,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,319853,FALSE,43WvsSLSe26q9RANkTVPjj,My Mom - Album Version (Edited),3,0.818,0.861,1,-1.959,1,0.259,0.297,0,0.0774,0.768,90.078,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,181373,FALSE,2L0l2gH5FydeIzOFtuwy7H,Insane - Album Version (Edited),4,0.875,0.849,9,-1.175,0,0.157,0.194,0,0.194,0.732,98.014,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,283053,FALSE,0if8eHGI1EhsEx6oHs7Bjn,Bagpipes From Baghdad - Album Version (Edited),5,0.745,0.922,5,-2.493,1,0.208,0.0758,0,0.103,0.369,93.038,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,248280,FALSE,4rsHdzWFxwVzfwiecvQjlr,Hello - Album Version (Edited),6,0.863,0.934,1,-5.744,1,0.176,0.144,0,0.317,0.758,95.978,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,42160,FALSE,72D0dJETewMq9geirHvuXz,Tonya - Skit (Edited),7,0.591,0.964,10,-4.98,0,0.329,0.222,4.24E-06,0.545,0.245,115.31,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,246626,FALSE,3zMYWEjFOWzLDAtPDRJnpJ,Same Song & Dance - Album Version (Edited),8,0.808,0.718,10,-4.639,0,0.267,0.123,0,0.375,0.212,101.995,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,269626,FALSE,0fnMskzIWieQ27Cgy8eOed,We Made You,9,0.925,0.854,2,-1.226,1,0.0778,0.104,1.25E-06,0.118,0.654,114.01,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,237346,FALSE,4FhtntRvgMPaBkd1m8ZuoL,Medicine Ball - Album Version (Edited),10,0.797,0.944,1,-2.606,1,0.249,0.097,0,0.111,0.693,120.002,5,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,19400,FALSE,2VSHNEhRDPGxrGcF3GZtYT,Paul - Skit (Edited),11,0.605,0.405,8,-19.871,1,0.953,0.919,0,0.785,0.0796,194.001,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,319946,FALSE,3V5pfQ0YmQeKjQKqaeTrrG,Stay Wide Awake - Album Version (Edited),12,0.765,0.853,10,-3.442,0,0.283,0.184,0,0.235,0.606,75.071,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,278186,FALSE,3qplvQ2mOxYoQ2UVPoKrDz,Old Time's Sake - Album Version (Edited),13,0.791,0.821,1,-2.012,1,0.3,0.0435,0,0.295,0.854,175.861,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,242893,FALSE,7LBT4GhwN0YdIt6l6NLWE9,Must Be The Ganja - Album Version (Edited),14,0.807,0.748,1,-0.237,1,0.26,0.348,0,0.231,0.751,83.093,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,42400,FALSE,6yhnyLsmqdNMad7LrQsHUz,Mr. Mathers - Skit,15,0.433,0.689,2,-6.967,1,0.228,0.142,4.26E-06,0.657,0.415,167.099,3,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,283506,FALSE,3C9zUY68OCn6eIXSy1YF1w,Deja Vu - Album Version (Edited),16,0.669,0.874,0,-1.927,1,0.235,0.203,0,0.169,0.598,84.07,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,392826,FALSE,3Ip34gxfQtQiSfS51bn0cF,Beautiful - Album Version (Edited),17,0.732,0.702,5,-4.436,0,0.0651,0.237,0,0.0756,0.498,132.056,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,297533,FALSE,3tasGzD1RZwkuJRlzSgpYB,Crack A Bottle - Album Version (Edited),18,0.534,0.812,9,-4.185,1,0.18,0.0808,0,0.182,0.354,168.926,3,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,89160,FALSE,7woAM0COqPZTnlsyh2qi4j,Steve Berman - Skit (Edited),19,0.755,0.39,6,-15.045,1,0.932,0.612,0,0.866,0.73,79.324,3,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",1,371466,FALSE,0pcT8IlTFQzN90t1mCl0SK,Underground - Album Version (Edited),20,0.846,0.781,10,-3.603,0,0.338,0.108,0,0.577,0.528,115.008,5,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",2,357626,FALSE,2IYyacUEPlOyqHxHSIy6Ph,Forever - Album Version (Edited),1,0.465,0.912,5,-2.325,0,0.353,0.217,0,0.3,0.503,105.352,5,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",2,244133,FALSE,2PBQHNtYqt3veIJjWq2d4X,Hell Breaks Loose - Album Version (Edited),2,0.672,0.847,10,-3.718,0,0.188,0.11,0,0.0887,0.922,79.901,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",2,236866,FALSE,5YmEfeehpYH0NaWG30yh9P,Buffalo Bill - Album Version (Edited),3,0.546,0.884,10,-3.851,0,0.412,0.0188,0,0.19,0.684,175.847,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",2,292933,FALSE,648Ej8kOR2RF9eLs7ZqncS,Elevator - Album Version (Edited),4,0.756,0.784,7,-4,1,0.342,0.294,0,0.331,0.603,90.557,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",2,302586,FALSE,7gjAqyr08YAFIQ51D57A0o,Taking My Ball - Album Version (Edited),5,0.695,0.872,1,-3.188,1,0.0815,0.00407,0,0.188,0.564,90.978,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",2,304906,FALSE,019HQVcRjKLzTOuiqshsMG,Music Box - Album Version (Edited),6,0.669,0.824,11,-4.078,1,0.0785,0.0222,0,0.265,0.463,78.509,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AE', 'AU', 'BH', 'CA', 'DZ', 'EG', 'GB', 'ID', 'IN', 'JO', 'KW', 'LB', 'MA', 'MX', 'MY', 'OM', 'PS', 'QA', 'SA', 'TN', 'TR', 'US']",2,287466,FALSE,2pMcw6nscRdsiZ8hwxHtVj,Drop The Bomb On 'Em - Album Version (Edited),7,0.902,0.663,11,-4.682,0,0.217,0.0217,0,0.108,0.345,92.006,4,Relapse Refill,5/15/09,6/6/09,22,"2,363,000",207,27,110.0198,4.074807407
"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,303733,TRUE,3Tj1luJyKPQt7WbrqpJ2Az,Cold Wind Blows,1,0.619,0.972,11,-0.517,1,0.416,0.13,0,0.782,0.584,169.04,4,Recovery,6/18/10,7/10/10,22,"4,867,000",313,17,77.07035,4.53355
"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,300426,TRUE,66h8hB4In6t725WtAPL23J,Talkin’ 2 Myself,2,0.421,0.963,4,-2.16,0,0.415,0.0819,0,0.5,0.494,180.336,4,Recovery,6/18/10,7/10/10,22,"4,867,000",313,17,77.07035,4.53355
"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,213493,TRUE,6HLZaECJKDjNE0jiGBeqxz,On Fire,3,0.724,0.909,8,-4.349,1,0.287,0.101,0,0.415,0.558,91.904,4,Recovery,6/18/10,7/10/10,22,"4,867,000",313,17,77.07035,4.53355
"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,265906,TRUE,7kNlRLC9PEH8nXMVawssMx,Won't Back Down,4,0.478,0.951,2,-2.347,1,0.19,0.0133,2.21E-06,0.0533,0.338,179.978,3,Recovery,6/18/10,7/10/10,22,"4,867,000",313,17,77.07035,4.53355
"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,238173,TRUE,1ne7JVHEPnoncXzQunQVKW,W.T.P.,5,0.77,0.937,9,-2.327,1,0.247,0.0319,0,0.348,0.685,95.011,4,Recovery,6/18/10,7/10/10,22,"4,867,000",313,17,77.07035,4.53355
"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,298893,TRUE,0ZqWBTU1EkdVPAMwQgfKiv,Going Through Changes,6,0.693,0.899,0,-4.084,1,0.259,0.0197,0,0.0594,0.319,86.048,4,Recovery,6/18/10,7/10/10,22,"4,867,000",313,17,77.07035,4.53355
"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,248133,TRUE,7Ie9W94M7OjPoZVV216Xus,Not Afraid,7,0.855,0.954,0,-1.19,0,0.264,0.529,0,0.205,0.668,114.635,5,Recovery,6/18/10,7/10/10,22,"4,867,000",313,17,77.07035,4.53355
"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,275400,TRUE,2V7NoXGv2VDnLeTM7w8SFd,Seduction,8,0.628,0.847,6,-4.386,0,0.387,0.124,0,0.652,0.504,78.031,4,Recovery,6/18/10,7/10/10,22,"4,867,000",313,17,77.07035,4.53355
